input_name,expected_name,expected_ticker
Capital City,Capital City Bank Group - Common Stock,CCBG
"C4 Therapeutics,","C4 Therapeutics, Inc. - Common Stock",CCCC
Columbus Circle,Columbus Circle Capital Corp I - Units,CCCMU
CCC Intelligent,CCC Intelligent Solutions Holdings Inc. - Common Stock,CCCS
Churchill Capital,Churchill Capital Corp X - Unit,CCCXU
Calamos Dynamic,Calamos Dynamic Convertible & Income Fund - Closed End Fund,CCD
Capital Clean,Capital Clean Energy Carriers Corp. - Common Share,CCEC
Coca-Cola Europacific,Coca-Cola Europacific Partners plc - Ordinary Shares,CCEP
Cheche Group,Cheche Group Inc. - Class A Ordinary Shares,CCG
Cheche Group,Cheche Group Inc. - Warrant,CCGWW
Cohen Circle,Cohen Circle Acquisition Corp. I - Class A Ordinary Shares,CCIR
Cohen Circle,Cohen Circle Acquisition Corp. I - Unit,CCIRU
Cohen Circle,Cohen Circle Acquisition Corp. I - Warrant,CCIRW
Churchill Capital,Churchill Capital Corp IX - Ordinary Shares,CCIX
Churchill Capital,Churchill Capital Corp IX - Unit,CCIXU
Churchill Capital,Churchill Capital Corp IX - Warrant,CCIXW
"CareCloud, Inc.","CareCloud, Inc. - Common Stock",CCLD
"CareCloud, Inc.","CareCloud, Inc. - 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock",CCLDO
CNB Financial,CNB Financial Corporation - Common Stock,CCNE
CNB Financial,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock",CCNEP
ALPS/CoreCommodity Natural,ALPS/CoreCommodity Natural Resources ETF,CCNR
Cogent Communications,"Cogent Communications Holdings, Inc. - Common Stock",CCOI
Cross Country,"Cross Country Healthcare, Inc. - Common Stock",CCRN
Carbon Collective,Carbon Collective Short Duration Green Bond ETF,CCSB
Consensus Cloud,"Consensus Cloud Solutions, Inc. - Common Stock",CCSI
Carbon Collective,Carbon Collective Climate Solutions U.S. Equity ETF,CCSO
CCSC Technology,CCSC Technology International Holdings Limited - Class A Ordinary Shares,CCTG
VictoryShares US,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,CDC
Cardio Diagnostics,Cardio Diagnostics Holdings Inc. - Common stock,CDIO
Cardio Diagnostics,Cardio Diagnostics Holdings Inc. - Warrant,CDIOW
VictoryShares US,VictoryShares US Large Cap High Div Volatility Wtd ETF,CDL
"Cardlytics, Inc.","Cardlytics, Inc. - Common Stock",CDLX
"CareDx, Inc.","CareDx, Inc. - Common Stock",CDNA
Cadence Design,"Cadence Design Systems, Inc. - Common Stock",CDNS
Codere Online,"Codere Online Luxembourg, S.A. - Ordinary Shares",CDRO
Codere Online,"Codere Online Luxembourg, S.A. - Warrants",CDROW
Conduit Pharmaceuticals,Conduit Pharmaceuticals Inc.  - Common Stock,CDT
CDT Environmental,CDT Environmental Technology Investment Holdings Limited - ordinary shares,CDTG
Conduit Pharmaceuticals,Conduit Pharmaceuticals Inc.  - Warrant,CDTTW
"Cidara Therapeutics,","Cidara Therapeutics, Inc. - Common Stock",CDTX
CDW Corporation,CDW Corporation - Common Stock,CDW
"Codexis, Inc.","Codexis, Inc. - Common Stock",CDXS
"Cadiz, Inc.","Cadiz, Inc. - Common Stock",CDZI
"Cadiz, Inc.","Cadiz, Inc. - Depositary Shares",CDZIP
CEA Industries,CEA Industries Inc. - Common Stock,CEAD
CEA Industries,CEA Industries Inc. - Warrant,CEADW
CECO Environmental,CECO Environmental Corp. - Common Stock,CECO
Global X,Global X S&P Catholic Values Developed ex-U.S. ETF,CEFA
Constellation Energy,Constellation Energy Corporation - Common Stock,CEG
Celcuity Inc.,Celcuity Inc. - Common Stock,CELC
"Celsius Holdings,","Celsius Holdings, Inc. - Common Stock",CELH
Celularity Inc.,Celularity Inc. - Class A Common Stock,CELU
Celularity Inc.,Celularity Inc. - Warrant,CELUW
Creative Medical,"Creative Medical Technology Holdings, Inc. - Common Stock",CELZ
Cenntro Inc.,Cenntro Inc. - Common Stock,CENN
Central Garden,Central Garden & Pet Company - Common Stock,CENT
Central Garden,Central Garden & Pet Company - Class A Common Stock Nonvoting,CENTA
Century Aluminum,Century Aluminum Company - Common Stock,CENX
Cantor Equity,"Cantor Equity Partners, Inc. - Class A ordinary shares",CEP
REX Crypto,REX Crypto Equity Premium Income ETF,CEPI
Cantor Equity,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",CEPO
Cantor Equity,"Cantor Equity Partners II, Inc. - Class A ordinary share",CEPT
CERo Therapeutics,"CERo Therapeutics Holdings, Inc. - Common Stock",CERO
CERo Therapeutics,"CERo Therapeutics Holdings, Inc. - Warrants",CEROW
Cerus Corporation,Cerus Corporation - Common Stock,CERS
"Certara, Inc.","Certara, Inc. - Common Stock",CERT
Cemtrex Inc.,Cemtrex Inc. - Common Stock,CETX
Clean Energy,"Clean Energy Technologies, Inc. - Common Stock",CETY
"CEVA, Inc.","CEVA, Inc. - Common Stock",CEVA
VictoryShares US,VictoryShares US 500 Volatility Wtd ETF,CFA
CF Bankshares,CF Bankshares Inc. - Common Stock,CFBK
C&F Financial,C&F Financial Corporation - Common Stock,CFFI
Capitol Federal,"Capitol Federal Financial, Inc. - Common Stock",CFFN
"Confluent, Inc.","Confluent, Inc. - Class A Common Stock",CFLT
VictoryShares US,VictoryShares US 500 Enhanced Volatility Wtd ETF,CFO
"CFSB Bancorp,","CFSB Bancorp, Inc. - Common Stock",CFSB
The Carlyle,The Carlyle Group Inc. - Common Stock,CG
The Carlyle,The Carlyle Group Inc. - 4.625% Subordinated Notes due 2061,CGABL
Carlyle Secured,"Carlyle Secured Lending, Inc. - Closed End Fund",CGBD
Carlyle Secured,"Carlyle Secured Lending, Inc. - 8.20% Notes due 2028",CGBDL
Crown LNG,Crown LNG Holdings Limited - Ordinary Shares,CGBS
Crown LNG,Crown LNG Holdings Limited - Warrants,CGBSW
Canopy Growth,Canopy Growth Corporation - Common Shares,CGC
Cartesian Growth,Cartesian Growth Corporation III - unit,CGCTU
"Cullinan Therapeutics,","Cullinan Therapeutics, Inc. - Common Stock",CGEM
Compugen Ltd.,Compugen Ltd. - Ordinary Shares,CGEN
Cognyte Software,Cognyte Software Ltd. - Ordinary Shares,CGNT
Cognex Corporation,Cognex Corporation - Common Stock,CGNX
Calamos Global,Calamos Global Total Return Fund - Closed End Fund,CGO
"CG Oncology,","CG Oncology, Inc. - Common stock",CGON
Creative Global,Creative Global Technology Holdings Limited - Class A Ordinary Shares,CGTL
"Cognition Therapeutics,","Cognition Therapeutics, Inc. - Common Stock",CGTX
Chagee Holdings,"Chagee Holdings Limited - American Depositary Shares, each representing 1 Class A ordinary share",CHA
Crane Harbor,Crane Harbor Acquisition Corp. - Units,CHACU
Charlton Aria,Charlton Aria Acquisition Corporation - Class A Ordinary Shares,CHAR
Charlton Aria,Charlton Aria Acquisition Corporation - Rights,CHARR
Charlton Aria,Charlton Aria Acquisition Corporation - Units,CHARU
Comstock Holding,"Comstock Holding Companies, Inc. - Class A Common Stock",CHCI
City Holding,City Holding Company - Common Stock,CHCO
"Churchill Downs,","Churchill Downs, Incorporated - Common Stock",CHDN
The Chefs',"The Chefs' Warehouse, Inc. - Common Stock",CHEF
Check-Cap Ltd.,Check-Cap Ltd. - Ordinary Share,CHEK
Stance Sustainable,Stance Sustainable Beta ETF,CHGX
Calamos Convertible,Calamos Convertible Opportunities and Income Fund - Closed End Fund,CHI
Check Point,Check Point Software Technologies Ltd. - Ordinary Shares,CHKP
Chemung Financial,Chemung Financial Corp  - Common Stock,CHMG
China Natural,"China Natural Resources, Inc. - Common Shares",CHNR
Xtrackers Semiconductor,Xtrackers Semiconductor Select Equity ETF,CHPS
"Cheer Holding,","Cheer Holding, Inc.  - Class A Ordinary Share",CHR
Chord Energy,Chord Energy Corporation - Common Stock,CHRD
"Coherus BioSciences,","Coherus BioSciences, Inc. - Common Stock",CHRS
C.H. Robinson,"C.H. Robinson Worldwide, Inc. - Common Stock",CHRW
CHS Inc,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4",CHSCL
CHS Inc,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",CHSCM
CHS Inc,CHS Inc - Preferred Class B Series 2 Reset Rate,CHSCN
CHS Inc,CHS Inc - Class B Cumulative Redeemable Preferred Stock,CHSCO
CHS Inc,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,CHSCP
Chanson International,Chanson International Holding - Class A Ordinary Shares,CHSN
"Charter Communications,","Charter Communications, Inc. - Class A Common Stock",CHTR
Calamos Global,Calamos Global Dynamic Income Fund - Closed End Fund,CHW
ChampionX Corporation,ChampionX Corporation - Common Stock,CHX
Calamos Convertible,Calamos Convertible and High Income Fund - Closed End Fund,CHY
First Trust,First Trust NASDAQ Cybersecurity ETF,CIBR
Cipher Mining,Cipher Mining Inc. - Common Stock,CIFR
Cipher Mining,Cipher Mining Inc. - Warrant,CIFRW
Colliers International,Colliers International Group Inc.  - Subordinate Voting Shares,CIGI
Concorde International,Concorde International Group Ltd - Class A Ordinary Shares,CIGL
"Tianci International,","Tianci International, Inc. - Common Stock",CIIT
VictoryShares International,VictoryShares International Volatility Wtd ETF,CIL
Cincinnati Financial,Cincinnati Financial Corporation - Common Stock,CINF
Cingulate Inc.,Cingulate Inc. - Common Stock,CING
Cingulate Inc.,Cingulate Inc. - Warrants,CINGW
"CISO Global,","CISO Global, Inc. - Common Stock",CISO
C3is Inc.,C3is Inc. - Common Stock,CISS
"Civista Bancshares,","Civista Bancshares, Inc.  - Common Stock",CIVB
Chijet Motor,"Chijet Motor Company, Inc. - Ordinary Shares",CJET
Callan JMB,Callan JMB Inc. - Common Stock,CJMB
